JAN,47,11031.68000,-15312.91000,11627.97000,2054.90000
FEB,29,15339.89000,-11487.88000,10965.12000,1363.87000
MAR,36,11726.55000,-11671.51000,11422.89000,5300.66000
APR,44,11230.83000,-12288.96000,10703.31000,4316.45000
MAY,16,6772.00000,-9014.80000,9754.92000,1122.12000
